Job Title,Job Title Clean,Job Title Clean 2
"Executive, Programme & Volunteer Management",Executive,['Executive']
"Executive, Group Nursing",Executive,['Executive']
"Senior Patient Service Associate, Business Office (Accounts Receivable)",Senior Patient Service Associate,['Senior Patient Service Associate']
Healthcare Operations Executive Assistant [Full Time],Healthcare Operations Executive Assistant [Full Time,['Healthcare Operations Executive Assistant']
Patient Service Associate / Senior Patient Service Associate (Clinic),Patient Service Associate,['Patient Service Associate']
Clinic Admin #HYN,Clinic Admin,['Clinic Admin']
Executive (1 year contract),Executive,['Executive']
Clinic Assistant,Clinic Assistant,['Clinic Assistant']
Clinic Assistant,Clinic Assistant,['Clinic Assistant']
Executive (1 year contract),Executive,['Executive']
CLINIC ASSISTANT (FULL-TIME/PERMANENT PART TIME),Clinic Assistant,['CLINIC ASSISTANT']
Patient Service Associate,Patient Service Associate,['Patient Service Associate']
Physiotherapist Assistants,Physiotherapist Assistants,['Physiotherapist Assistants']
Pharmacy Tech,Pharmacy Tech,['Pharmacy Tech']
Care Support Associate (Based in Singapore),Care Support Associate,['Care Support Associate']
IT Executive,It Executive,['IT Executive']
IT Support Assistant (West | Up to $2800),Assistant,['Assistant']
IT Infra Support Administrator,It Infra Support Administrator,['IT Infra Support Administrator']
System Analyst,System Analyst,['System Analyst']
Application Developer,Application Developer,['Application Developer']
IT Executive,It Executive,['IT Executive']
Tester| No Experience up to $5K (MNC| BANK),Tester|,['Tester| No Experience']
Trading & IT Support Engineer,Trading & It Support Engineer,['Trading & IT Support Engineer']
System Administrator (6 Months Contract),System Administrator,['System Administrator']
IT Network Engineer [IT Infrastructure],It Network Engineer,['IT Network Engineer']
IT Support Engineer,It Support Engineer,['IT Support Engineer']
Entry Level Desktop Support (12hrs shift),Entry Level Desktop Support,[]
Data Analyst,Data Analyst,['Data Analyst']
"IT, Information Technology / Admin - Corporate Support Officer",Corporate Support Officer,['IT']
Manager/Senior Manager (IT Project/Product Manager),Manager/Senior Manager,"['Manager', 'Product Manager']"
Regional Network Operations Lead,Regional Network Operations Lead,['Regional Network Operations Lead']
Senior Executive/Assistant Manager (Project Management),Senior Executive/Assistant Manager,['Senior Executive/Assistant Manager']
Software Support Engineer (L1),Software Support Engineer,['Software Support Engineer']
Desktop Support Engineer,Desktop Support Engineer,['Desktop Support Engineer']
Automation Engineer (1 Year Contract),Automation Engineer,['Automation Engineer']
Java C# Developer,Java C# Developer,['Java C# Developer']
Senior/ IT Engineer,Senior/,['IT Engineer']
Programmer,Programmer,['Programmer']
Information Technology Executive,Information Technology Executive,['Information Technology Executive']
IT Support,Support,['IT Support']
IT Administrator (In-house),It Administrator,['IT Administrator']
IT Support Engineer,It Support Engineer,['IT Support Engineer']
Junior AI & Data Engineer,Junior Ai,['Junior AI & Data Engineer']
Vendor Data Management Executive (GC/SW),Vendor Data Management Executive,['Vendor Data Management Executive']
IT Set-up Assistant (2-month contract),It Set-Up Assistant,['IT Set']
Business Process Analyst,Business Process Analyst,['Business Process Analyst']
"Programme Senior Executive, Cybersecurity Innovation (CyberCall)",Programme Senior Executive,['Programme Senior Executive']
L2 Systems and Network Engineer,L2 Systems,['L2 Systems and Network Engineer']
Technical Support Specialist (East/ Hybrid/ $4.5k + Bonus),Technical Support Specialist,['Technical Support Specialist']
Network Engineer - EZ.M,Network Engineer - Ez.M,['Network Engineer']
Cybersecurity Specialist,Cybersecurity Specialist,['Cybersecurity Specialist']
Wintel Admin L3,Wintel Admin L3,['Wintel Admin L3']
Associate Director / Senior Associate Director (23404),Associate Director,['Associate Director']
BIM Engineer / Modeller,Bim Engineer / Modeller,['BIM Engineer / Modeller']
Electrical Engineer,Electrical Engineer,['Electrical Engineer']
Associate Engineer (Cable Testing),Associate Engineer,['Associate Engineer']
Assistant Engineer,Assistant Engineer,['Assistant Engineer']
Site Engineer,Site Engineer,['Site Engineer']
Process Design Engineer,Process Design Engineer,['Process Design Engineer']
Process Cum Manufacturing Engineer (Precision Machining),Process Cum Manufacturing Engineer,['Process Cum Manufacturing Engineer']
Associate Engineer (Photolithography),Associate Engineer,['Associate Engineer']
Process Engineer (Semiconductor / No Experience required/ MNC),Process Engineer,['Process Engineer']
Project Engineer,Project Engineer,['Project Engineer']
Commissioning Engineer / Senior Commissioning Engineer,Engineer / Senior Commissioning Engineer,['Commissioning Engineer / Senior Commissioning Engineer']
Project Engineer/Senior Project Engineer,Project Engineer/Senior Project Engineer,['Project Engineer']
Manufacturing Engineering Assistant,Manufacturing Engineering Assistant,['Engineering Assistant']
"DESIGN ENGINEER, MECHANICAL / CSA",Mechanical / Csa,['DESIGN ENGINEER']
Service Captain - Sentosa Express,Service Captain - Sentosa Express,['Service Captain']
Controls Engineer for Data Center in AMK,Controls Engineer,['Controls Engineer']
Process Engineer (Etch),Process Engineer,['Process Engineer']
Project Engineer,Project Engineer,['Project Engineer']
Mechanical Engineer,Mechanical Engineer,['Mechanical Engineer']
Site Engineer,Site Engineer,['Site Engineer']
(Site) Testing Associate Engineer (No Experience Welcome),(Site) Testing Associate Engineer,[]
Mechanical Engineer,Mechanical Engineer,['Mechanical Engineer']
Assistant Engineer/Engineer,Assistant Engineer/Engineer,['Assistant Engineer/Engineer']
Technical Service Representative,Technical Service Representative,['Technical Service Representative']
Plant & Machinery Engineer (Electrical & Instrumentation),Plant,['Plant & Machinery Engineer']
Project Engineer (C&S),Project Engineer,['Project Engineer']
Project Engineer,Project Engineer,['Project Engineer']
Project Engineer,Project Engineer,['Project Engineer']
Packer,Packer,['Packer']
M&E Maintenance Executive,M&E Maintenance Executive,['M&E Maintenance Executive']
Project Engineer,Project Engineer,['Project Engineer']
Mechanical Engineer,Mechanical Engineer,['Mechanical Engineer']
Assistant Engineer (Mechanical),Assistant Engineer,['Assistant Engineer']
Associate Engineer (Biomedical Engineering)(8024),Associate Engineer,['Associate Engineer']
Maintenance Technician,Maintenance Technician,['Maintenance Technician']
Facility Technician (Manufacturing / MNC),Facility Technician,['Facility Technician']
Field Service Engineer,Field Service Engineer,['Field Service Engineer']
Equipment Engineer,Equipment Engineer,['Equipment Engineer']
Facilities Engineer (Permanent/ Central),Facilities Engineer,['Facilities Engineer']
Industrial Engineer,Industrial Engineer,['Industrial Engineer']
Test Equipment Development Engineer (Electrical / Electronics),Test Equipment Development Engineer,['Test Equipment Development Engineer']
BMS Engineer ( PLC / SCADA ),Bms Engineer,['BMS Engineer']
Quality / Manufacturing / Test Engineering Assistant,Test Engineering Assistant,['Quality / Manufacturing / Test Engineering Assistant']
Maintenance Officer (ENGR),Maintenance Officer,['Maintenance Officer']
Kitchen Technician,Kitchen Technician,['Kitchen Technician']
Chief Engineer,Chief Engineer,['Chief Engineer']
Senior Cards Operations Executive,Senior Cards Operations Executive,['Senior Cards Operations Executive']
Equities Analyst,Equities Analyst,['Equities Analyst']
Wealth Management Trainee (Part-Time/ Full-Time),Wealth Management Trainee,['Wealth Management Trainee']
Client Services Senior Manager,Client Services Senior Manager,['Client Services Senior Manager']
"*ENTRY LEVEL* Compliance (KYC, AML) Analyst #LTW",*Entry Level* Compliance,['Compliance']
"Executive, Risk Management Institute",Executive,['Executive']
Credit Analyst,Credit Analyst,['Credit Analyst']
AML Compliance Executive,Aml Compliance Executive,['AML Compliance Executive']
Equities Trade Support Officer (Bank|Up to $6k),Equities Trade Support Officer,['Equities Trade Support Officer']
HSBC Investment Sales Consultant (Joining bonus+Laptop on Day 1),Hsbc Investment Sales Consultant,['HSBC Investment Sales Consultant']
"Associate, Client Account (Review, Client Onboarding)",Client Account,['Associate']
12 Months Cash Management Officer (Foreign Bank) #BJT,12 Months Cash Management Officer,[]
KYC Analyst (Private Banking / Wealth Management),Kyc Analyst,['KYC Analyst']
"Assistant Treasury, Corporate & Finance Manager","Assistant Treasury, Corporate & Finance Manager",['Assistant Treasury']
Account Opening/Onboarding Associate (Financial Institutions),Account Opening/Onboarding Associate,[]
TURN YOUR FREE TIME INTO $$$ – HOME-BASED WEALTH MANAGEMENT ROLE! URGENT HIRING!,Your Free Time,['TURN']
Data Analyst (Banking / 2HC),Data Analyst,['Data Analyst']
FAST HIRE! FLEXIBLE REMOTE SALES & WEALTH MANAGEMENT ROLE | | STUDENTS WELCOME!,Fast Hire,[]
6 Months AML Analyst,6 Months Aml Analyst,[]
Investment Analyst,Investment Analyst,['Investment Analyst']
TREASURY OFFICER,Treasury Officer,['TREASURY OFFICER']
INVESTMENT STRATEGIST,Investment Strategist,['INVESTMENT STRATEGIST']
Bank Telesales,Bank Telesales,['Bank Telesales']
"Account Services Officer, Private Banking",Account Services Officer,[]
"Associate, Controller, Investment Operations",Investment Operations,['Associate']
Trade Finance (Crude Oil/LC/Bank Negotiation/Central) LT47,Trade Finance,['Trade Finance']
Business Support Officer (Banca) - 12 mths renewable contract,Business Support Officer,['Business Support Officer']
Treasury Operations - Assistant Manager (Private Banking),Treasury Operations,[]
Senior Compliance Executive,Senior Compliance Executive,['Senior Compliance Executive']
Admin Executive,Admin Executive,['Admin Executive']
Operations Executive - Sugar,Operations Executive - Sugar,['Operations Executive']
Human Resource Officer,Human Resource Officer,['Human Resource Officer']
Admin Officer,Admin Officer,['Admin Officer']
Customer Service Executive,Customer Service Executive,['Customer Service Executive']
Admin Assistant,Admin Assistant,['Admin Assistant']
Admin Executive,Admin Executive,['Admin Executive']
Operation Assistant (West | Up to $2700),Operation Assistant,['Operation Assistant']
Admin Support Executive (Global MNC) / 5 days / Jurong East / $4K-$5K,Admin Support Executive,['Admin Support Executive']
Administrative Assistant,Administrative Assistant,['Administrative Assistant']
Admin Executive (6 Months Maternity Cover),Admin Executive,['Admin Executive']
Admin Assistant / Executive,Admin Assistant / Executive,['Admin Assistant / Executive']
Admin Assistant,Admin Assistant,['Admin Assistant']
Admin Executive,Admin Executive,['Admin Executive']
"TEMP STAFF ($14/H), 8 MTHS, CENTRAL, ENTRY LEVEL",Temp Staff,['TEMP STAFF']
Administrative Assistant,Administrative Assistant,['Administrative Assistant']
"Temp Staff (Admin) ($10/h, 3 months, Alexandra)",Temp Staff,['Temp Staff']
*GOVT* Admin Assistant (Procurement/ School/ $2400),*Govt,['Admin Assistant']
Manager (Administration),Manager,['Manager']
Admin Executive Assistant (Healthcare),Admin Executive Assistant,['Admin Executive Assistant']
Admin Assistant (Marine),Admin Assistant,['Admin Assistant']
Admin & Facilities Executive,Admin & Facilities Executive,['Admin & Facilities Executive']
Executive Assistant,Executive Assistant,['Executive Assistant']
Admin Assistant,Admin Assistant,['Admin Assistant']
Administrative Assistant,Administrative Assistant,['Administrative Assistant']
Administrative Assistant,Administrative Assistant,['Administrative Assistant']
[GOVT] Admin Support (Entry Level/Data Support) ,[Govt] Admin Support,['Admin Support']
Admin cum account assistant,Admin Cum,['Admin']
Administrative Officer,Administrative Officer,['Administrative Officer']
Administrative Assistant,Administrative Assistant,['Administrative Assistant']
Data Entry (Part Time),Data Entry,['Data Entry']
Part-Time Admin Assistant Needed,Part-Time Admin Assistant,['Admin Assistant Needed']
Management Assistant Officer (Clinic Operations),Management Assistant Officer (Clinic Operations,['Management Assistant Officer']
Admin Assistant,Admin Assistant,['Admin Assistant']
Administrative Officer,Administrative Officer,['Administrative Officer']
"Associate Executive / Senior Associate, Chief Data & Digital Office (CDDO)",Associate Executive / Senior Associate,['Associate Executive']
Administrative Associate - APSN Katong School (New Upper Changi Rd),Administrative Associate - Apsn Katong School,['Administrative Associate']
Management Assistant Officer (26116),Management Assistant Officer,['Management Assistant Officer']
Leasing Admin Assistant,Leasing Admin Assistant,['Leasing Admin Assistant']
Sales Support Officer / Client Management (5D / Supply Chain & Logistics / MNC),Sales Support Officer / Client Management,['Sales Support Officer / Client Management']
