Job Title,Job Title Clean
IT Data Centre Ops - [Training Provided] - 12hrs Shift,- 12Hrs Shift
TRAINING MANAGER,Training Manager
Sales Executive (IT),Sales Executive
Integration Specialist,Integration Specialist
"Procurement, Executive",Procurement
"Assistant Executive/Executive, IT Operations (Temporary Contract - 1 year)",Assistant Executive/Executive
IT Engineers - NOC(Network Monitoring/$2600-$3200+Bonuses+Shift Allowance),It Engineers - Noc(Network
Manual Test Engineer,Manual Test Engineer
Business analyst,Business Analyst
Network Engineer (Ref 25925),Network Engineer
[LPS] Cloud Wintel Engineer,[Lps] Cloud Wintel Engineer
Internship - Software Engineering (Fresh grad),Internship - Software Engineering
Software Engineer,Software Engineer
ETL BI Developer,Etl Bi Developer
Full Stack Developer (WFH/Remote),Full Stack Developer
Technical support engineer,Technical Support Engineer
Data Analyst (Digital Transformation),Data Analyst
Senior Cybersecurity Manager (REF:GJR),Senior Cybersecurity Manager
Senior/Systems Engineer,Senior/Systems Engineer
IT Security Engineer,It Security Engineer
IT Manager,It Manager
IT Support Engineer ( Fortune 500 MNC | lvl 2 Support) - DC,It Support Engineer
Associate Engineer; System Support [RFID & AI Optical Recognition Systems],Associate Engineer
VMware Operations Engineer (VMware Horizon / VCentre / VDI / Banking Domain),Vmware Operations Engineer
DevOps Engineer,Devops Engineer
Data Quality Executive/ 12-month / Commonwealth MRT,Data Quality
Life Asia Developer,Life Asia Developer
PMO Analyst,Pmo Analyst
Assistant Director - Programme Management (Services Planning),Assistant Director - Programme Management
📱 $2100/Month - Digital Ambassadors - Govt Job - Work Around Your Area 📱,Your Area
"Manager, Digital Optimisation",Manager
IT Business Analyst (Capital Markets/Calypso),It Business Analyst
IT Systems Network Engineer (Cisco),It Systems Network Engineer
Junior Cybersecurity Engineer (Post-Deployment Technical Support): CyberArk,Junior Cybersecurity Engineer
SAP FICO Specialist (MasterData) (1 Year Contract),Sap Fico Specialist
Full-Stack Developer,Full-Stack Developer
Back-End Developer,Back-End Developer
Senior Network Engineer - DSC/JS/15990,Senior Network Engineer - Dsc/Js/15990
Computer Vision Engineer,Computer Vision Engineer
Project Planning Executive,Project Planning Executive
Mechanical Engineer,Mechanical Engineer
ENGINEER,Engineer
Engineer,Engineer
Facilities Maintenance Engineer,Facilities Maintenance Engineer
Quality Engineer (Aerospace MRO),Quality Engineer
Engineer,Engineer
Service Engineer,Service Engineer
"Intern, Sustainability (Water & Energy Conservation and Engagement)",Intern
Mechanical Engineer,Mechanical Engineer
Project Engineer,Project Engineer
Application Engineer,Application Engineer
Engineer (Fire Protection),Engineer
Engineer,Engineer
Applications Engineer,Applications Engineer
Mechanical Engineer,Mechanical Engineer
Systems Engineer (West/ Marine Electronics/ Up to $5500) Ref: GAS,Systems Engineer
Mechanical Assistant Engineer,Mechanical Assistant Engineer
Facilities Technician,Facilities Technician
System Engineer,System Engineer
Mechanical & Electrical (M&E) Engineer,Mechanical & Electrical (M&E) Engineer
Project Engineer,Project Engineer
ENGINEER,Engineer
Failure Analysis Engineer,Failure Analysis Engineer
Control System Engineer,Control System Engineer
PROJECT ENGINEER,Project Engineer
Planning Engineer,Planning Engineer
Mechanical Engineer,Mechanical Engineer
Facilities  Control Engineer,Facilities  Control Engineer
"Utilities & Facilities Engineering Technician, Singapore",Utilities & Facilities Engineering Technician
Senior Manufacturing Engineer,Senior Manufacturing Engineer
Electrical Engineer,Electrical Engineer
QEHS Manager,Qehs Manager
Site Engineer,Site Engineer
Pest Control Operations Executive,Pest Control Operations Executive
Support Engineer,Support Engineer
Maintenance Engineer,Maintenance Engineer
Assistant / Deputy / Engineering Specialist,Assistant / Deputy / Engineering Specialist
Assistant QA Engineer / QA Engineer X 3 / Electrical / $3K-$4.5K,$3K-$4.5K
Project Engineer - Lead Innovative Projects to Success,Project Engineer - Lead Innovative Projects
Electrical & Instrument Specialist,Electrical & Instrument Specialist
Systems Engineer,Systems Engineer
Engineering Maintenance Lead,Engineering Maintenance Lead
Service Engineer,Service Engineer
Senior Maintenance Technician (Tampines 1 / Century Square),Senior Maintenance Technician
Senior Process Engineer (Plating),Senior Process Engineer
"Project Manager (M&E, Data-centre) REF: GDC",M&E
Project Engineer - Electrical,Project Engineer - Electrical
Firmware Engineer,Firmware Engineer
Head of Facilities Management,Facilities Management
System Engineer,System Engineer
M&E Supervisor,M&E Supervisor
Service Engineer,Service Engineer
Electronics & Electrical Engineer,Electronics & Electrical Engineer
Vision Application Engineer,Vision Application Engineer
(Senior) Design Engineer,(Senior) Design Engineer
Project Supervisor - Electrical,Project Supervisor - Electrical
Assistant Project Manager,Assistant Project Manager
TECHNICIAN,Technician
Assistant Manager / Senior Engineer / Engineer,Assistant Manager
Audio Visual (AV) Engineer,Audio Visual (Av) Engineer
Marine Technical Engineer (SC/SPR Only),Marine Technical Engineer
Instrument Technician,Instrument Technician
NPI Process Engineers,Npi Process Engineers
SUPERVISOR,Supervisor
Solar Technician,Solar Technician
Lighting Technician,Lighting Technician
Assistant Engineer [ CCTV ],Assistant Engineer
Instrument Installation Supervisor,Instrument Installation Supervisor
Assistant Manager - Facilities (Hotel),Assistant Manager - Facilities
Technical Manager,Technical Manager
Kitchen Equipment Technician,Kitchen Equipment Technician
Project Engineer,Project Engineer
Project Coordinator,Project Coordinator
Panel Beater,Panel Beater
Equipment Senior Technician,Equipment Senior Technician
Duty Technician (Islandwide),Duty Technician
Service Engineer (Marine/ Tank Level Gauging),Service Engineer
Project Engineer (Plumbing & Sanitary),Project Engineer
"Technician/ Technical Officer, Chemical & Environment (TPU/2023/CE/598)",Technical Officer
Sales Engineer,Sales Engineer
Scaffold Coordinator,Scaffold Coordinator
Tooling Engineer,Engineer
Audio Technician,Audio Technician
ELECTRONICS - TEST TECHNICIAN (EAST),Electronics - Test Technician
Electrical / Senior Electrical Engineer,Electrical / Senior Electrical Engineer
Technical Support Engineer [PLC / Automation],Technical Support Engineer
R&D System Design Engineer (Mechatronics/Software/Electronics),R&D System Design Engineer
"Snr Executive/Assistant Manager, HSSE (Safety Business Partner)",Hsse
Senior Fire Safety Manager (SFSM),Senior Fire Safety Manager
"Engineering Assistant, Separation Technologies Applied Research and Translation",Engineering Assistant
Automation Engineer,Automation Engineer
Commissioning & Maintenance Engineer,Maintenance Engineer
"Chemist (Jurong Island, Office Hours)",Chemist
Electrical Systems Design Engineer,Electrical Systems Design Engineer
Graduate Talent Programme (2024/2025),Graduate Talent Programme
Project Engineer,Project Engineer
Mechanical & Electrical Engineer (Facilities),Electrical Engineer
Integration and Validation Engineer,Integration And Validation Engineer
Building Engineer,Building Engineer
Brokers,Brokers
Training Executive,Training Executive
Compliance Monitoring Officer,Compliance Monitoring Officer
Senior Investment Analyst,Senior Investment Analyst
"Operations Assistant, New Business",Operations Assistant
Risk Control Specialist,Risk Control Specialist
Support Analyst,Support Analyst
"Operations Assistant, Policy Servicing",Operations Assistant
Contract Treasury Executive/ Officer,Contract Treasury Executive/ Officer
Compliance Officer,Compliance Officer
Wealth Planning Internship,Wealth Planning Internship
#NAME?,#Name
[Bank] KYC analyst [Corporate department],[Bank] Kyc Analyst
Banking Executive #SPT,Banking Executive #Spt
Trade Finance & Treasury Executive,Trade Finance
"Financial Banker (Up to 5,200/No Experience Needed)",Financial Banker
Financial Advisor - For Students Only (WFH/Hybrid/Leads Provided!),Financial Advisor
Junior Trader,Junior Trader
Funds Operations Associate,Funds Operations Associate
"Compliance Officer - AML, Compliance & Practice Standards",Compliance Officer - Aml
Chief Risk Officer,Chief Risk Officer
Relationship Manager (Financial Products),Relationship Manager
Workplace Banking Specialist,Workplace Banking Specialist
Quantitative Trader,Quantitative Trader
[PERM] Wealth Planner - (Basic + Incentive + Comm + Bonus),[Perm] Wealth Planner
Finance Regulatory Reporting Officer (Banking),Finance Regulatory Reporting Officer
OTC Execution Trader,Otc Execution Trader
Banking Ops Officer (Up to $3.8k|West),Banking Ops Officer
[PERM] Crude Oil Trade Analyst - Oil Trading firm,Crude Oil Trade Analyst
"Contract Bank Staff, Operations Support & Systems at Raffles Place, up to $10k",Contract Bank Staff
Test Analyst (12 months and extendable contract),Test Analyst
Trade Finance (Crude Oil / LC / Up to 6k),Trade Finance
Oil Associate,Oil Associate
#NAME?,#Name
Compliance Analyst - AML / KYC,Compliance Analyst - Aml / Kyc
Corporate Actions Associate,Corporate Actions Associate
"Intern, Investment Banking, GWB",Intern
"Telesales Trainee Officer at Rafflesplace, up to $3000",Telesales Trainee Officer
Financial Sales Adviser (WFH/Hybrid/No Exp OK),Financial Sales Adviser
Equities Operations Analyst (Financial Services),Equities Operations Analyst
Trade Finance Operations (1 year Contract),Trade Finance Operations
"Analyst, Financial Crime Compliance Officer (Singapore)",Analyst
"Credit Analyst (Property, banking, Central)",Credit Analyst
"Securities Operation (Trade, Settlement) Contract","Securities Operation (Trade, Settlement) Contract"
Southeast Asia/ANZ Economy and Government Team Leader- Singapore,Anz Economy And Government Team
"Associate/Senior Associate, CFD",Associate/Senior Associate
Investment Research Analyst,Investment Research Analyst
BUSINESS DEVELOPMENT MANAGER,Business Development Manager
"Director, Actuarial",Director
Analyst - Treasury,Analyst - Treasury
Policy and Risk - Risk Investigation Program Analyst,Risk Investigation Program Analyst
Senior Analyst,Senior Analyst
AVP- Financial Information Management- Group Finance,Avp- Financial Information Management- Group Finance
Financial Planner/Wealth Planner/Wealth manager,Financial Planner/Wealth Planner/Wealth Manager
Fund Manager,Fund Manager
Investment Banking Analyst - Private Funds Group (PFG),Pfg
HSBC Life Investment Specialists,Hsbc Life Investment Specialists
SALES MANAGER,Sales Manager
Relationship Manager (Corporate Banking - Foreign Bank),Relationship Manager
Salesperson - C12 - SINGAPORE,Salesperson
Wealth Manager,Wealth Manager
Senior Credit Manager,Senior Credit Manager
Business Project Manager (Treasury & Markets),Business Project Manager
Junior/ Accountant (Treasury/ FX Hedging),Junior/ Accountant
"Senior/Manager, Planning and Analytics (Indoor Attractions)",Senior/Manager
"Team Head, Recovery",Team Head
HSBC - Wealth Management Associate (Sales Role) #SeekingOpportunities,Hsbc - Wealth Management Associate
HSBC Life Financial Advisor (With/Without Experience) in top agency,Hsbc Life Financial Advisor
👩🏻‍💻GOVERNMENT | FINANCIAL PLANNING & ANALYSIS MANAGER | UP TO $6500/MONTH,$6500/Month
"Business Development Manager – Account Opening, Commercial Banking Cash",Business Development Manager
Customer Service Executive,Customer Service Executive
Executive Assistant,Executive Assistant
E-Commerce Order Processing Executive,E-Commerce Order Processing Executive
CUSTOMER SERVICE EXECUTIVE,Customer Service Executive
Part-time Data Entry Operator,Part-Time Data Entry Operator
"Senior Executive, Student Administration",Senior Executive
Company Secretary Assistant,Company Secretary Assistant
Packer - part time,Packer - Part Time
Administrative Assistant / Executive,Administrative Assistant / Executive
Customer Service Executive (Scheduler),Customer Service Executive
Merchandising Admin Assistant,Merchandising Admin Assistant
HR and Admin Executive,Hr And Admin Executive
Administrative Assistant,Administrative Assistant
Customer Service & Admin,Customer Service
Sales Admin / Sales Support Coordinator,Sales Admin / Sales Support Coordinator
